,id,name,color,habitat,shape,poke_type,capture_chance,height,weight,ability_0,ability_1,ability_2,sprite,description
616,617,accelgor,red,forest,arms,bug,0.29,8,253,hydration,sticky-hold,unburden,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,red arms accelgor who is of bug type and lives in forest.
617,618,stunfisk,brown,mountain,fish,ground,0.29,7,110,static,limber,sand-veil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,brown fish stunfisk who is of ground type and lives in mountain.
618,619,mienfoo,yellow,mountain,upright,fighting,0.71,9,200,inner-focus,regenerator,reckless,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,yellow upright mienfoo who is of fighting type and lives in mountain.
619,620,mienshao,purple,mountain,upright,fighting,0.18,14,355,inner-focus,regenerator,reckless,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,purple upright mienshao who is of fighting type and lives in mountain.
620,621,druddigon,red,sea,upright,dragon,0.18,16,1390,rough-skin,sheer-force,mold-breaker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,red upright druddigon who is of dragon type and lives in sea.
621,622,golett,green,mountain,humanoid,ground,0.75,10,920,iron-fist,klutz,no-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,green humanoid golett who is of ground type and lives in mountain.
622,623,golurk,green,mountain,humanoid,ground,0.35,28,3300,iron-fist,klutz,no-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,green humanoid golurk who is of ground type and lives in mountain.
623,624,pawniard,red,urban,humanoid,dark,0.47,5,102,defiant,inner-focus,pressure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,red humanoid pawniard who is of dark type and lives in urban.
624,625,bisharp,red,urban,humanoid,dark,0.18,16,700,defiant,inner-focus,pressure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,red humanoid bisharp who is of dark type and lives in urban.
625,626,bouffalant,brown,forest,quadruped,normal,0.18,16,946,reckless,sap-sipper,soundproof,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,brown quadruped bouffalant who is of normal type and lives in forest.
626,627,rufflet,white,grassland,wings,normal,0.75,5,105,keen-eye,sheer-force,hustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,white wings rufflet who is of normal type and lives in grassland.
627,628,braviary,red,grassland,wings,normal,0.24,15,410,keen-eye,sheer-force,defiant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,red wings braviary who is of normal type and lives in grassland.
628,629,vullaby,brown,grassland,wings,dark,0.75,5,90,big-pecks,overcoat,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,brown wings vullaby who is of dark type and lives in grassland.
629,630,mandibuzz,brown,mountain,wings,dark,0.24,12,395,big-pecks,overcoat,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,brown wings mandibuzz who is of dark type and lives in mountain.
630,631,heatmor,red,mountain,upright,fire,0.35,14,580,gluttony,flash-fire,white-smoke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,red upright heatmor who is of fire type and lives in mountain.
631,632,durant,gray,forest,armor,bug,0.35,3,330,swarm,hustle,truant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,gray armor durant who is of bug type and lives in forest.
632,633,deino,blue,rough-terrain,quadruped,dark,0.18,8,173,hustle,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,blue quadruped deino who is of dark type and lives in rough-terrain.
633,634,zweilous,blue,rough-terrain,quadruped,dark,0.18,14,500,hustle,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,blue quadruped zweilous who is of dark type and lives in rough-terrain.
634,635,hydreigon,blue,rough-terrain,upright,dark,0.18,18,1600,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,blue upright hydreigon who is of dark type and lives in rough-terrain.
635,636,larvesta,white,forest,armor,bug,0.18,11,288,flame-body,swarm,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,white armor larvesta who is of bug type and lives in forest.
636,637,volcarona,white,forest,bug-wings,bug,0.06,16,460,flame-body,swarm,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,white bug-wings volcarona who is of bug type and lives in forest.
637,638,cobalion,blue,rough-terrain,quadruped,steel,0.01,21,2500,justified,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,blue quadruped cobalion who is of steel type and lives in rough-terrain.
638,639,terrakion,gray,mountain,quadruped,rock,0.01,19,2600,justified,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,gray quadruped terrakion who is of rock type and lives in mountain.
639,640,virizion,green,forest,quadruped,grass,0.01,20,2000,justified,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,green quadruped virizion who is of grass type and lives in forest.
640,641,tornadus-incarnate,green,rough-terrain,arms,flying,0.01,15,630,prankster,defiant,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,green arms tornadus-incarnate who is of flying type and lives in rough-terrain.
641,642,thundurus-incarnate,blue,cave,arms,electric,0.01,15,610,prankster,defiant,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,blue arms thundurus-incarnate who is of electric type and lives in cave.
642,643,reshiram,white,rare,wings,dragon,0.01,32,3300,turboblaze,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,white wings reshiram who is of dragon type and lives in rare.
643,644,zekrom,black,rare,upright,dragon,0.01,29,3450,teravolt,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,black upright zekrom who is of dragon type and lives in rare.
644,645,landorus-incarnate,brown,rough-terrain,arms,ground,0.01,15,680,sand-force,sheer-force,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,brown arms landorus-incarnate who is of ground type and lives in rough-terrain.
645,646,kyurem,gray,rare,upright,dragon,0.01,30,3250,pressure,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,gray upright kyurem who is of dragon type and lives in rare.
646,647,keldeo-ordinary,yellow,sea,quadruped,water,0.01,14,485,justified,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,yellow quadruped keldeo-ordinary who is of water type and lives in sea.
647,648,meloetta-aria,white,forest,humanoid,normal,0.01,6,65,serene-grace,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,white humanoid meloetta-aria who is of normal type and lives in forest.
648,649,genesect,purple,forest,humanoid,bug,0.01,15,825,download,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,purple humanoid genesect who is of bug type and lives in forest.
649,650,chespin,green,forest,upright,grass,0.18,4,90,overgrow,bulletproof,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,green upright chespin who is of grass type and lives in forest.
650,651,quilladin,green,forest,upright,grass,0.18,7,290,overgrow,bulletproof,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,green upright quilladin who is of grass type and lives in forest.
651,652,chesnaught,green,forest,upright,grass,0.18,16,900,overgrow,bulletproof,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,green upright chesnaught who is of grass type and lives in forest.
652,653,fennekin,red,grassland,quadruped,fire,0.18,4,94,blaze,magician,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,red quadruped fennekin who is of fire type and lives in grassland.
653,654,braixen,red,grassland,upright,fire,0.18,10,145,blaze,magician,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,red upright braixen who is of fire type and lives in grassland.
654,655,delphox,red,grassland,upright,fire,0.18,15,390,blaze,magician,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,red upright delphox who is of fire type and lives in grassland.
655,656,froakie,blue,waters-edge,quadruped,water,0.18,3,70,torrent,protean,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,blue quadruped froakie who is of water type and lives in waters-edge.
656,657,frogadier,blue,waters-edge,humanoid,water,0.18,6,109,torrent,protean,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,blue humanoid frogadier who is of water type and lives in waters-edge.
657,658,greninja,blue,waters-edge,humanoid,water,0.18,15,400,torrent,protean,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,blue humanoid greninja who is of water type and lives in waters-edge.
658,659,bunnelby,brown,urban,upright,normal,1.0,4,50,pickup,cheek-pouch,huge-power,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,brown upright bunnelby who is of normal type and lives in urban.
659,660,diggersby,brown,forest,upright,normal,0.5,10,424,pickup,cheek-pouch,huge-power,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,brown upright diggersby who is of normal type and lives in forest.
660,661,fletchling,red,forest,wings,normal,1.0,3,17,big-pecks,gale-wings,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,red wings fletchling who is of normal type and lives in forest.
661,662,fletchinder,red,mountain,wings,fire,0.47,7,160,flame-body,gale-wings,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,red wings fletchinder who is of fire type and lives in mountain.
662,663,talonflame,red,mountain,wings,fire,0.18,12,245,flame-body,gale-wings,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,red wings talonflame who is of fire type and lives in mountain.
663,664,scatterbug,black,forest,armor,bug,1.0,3,25,shield-dust,compound-eyes,friend-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,black armor scatterbug who is of bug type and lives in forest.
664,665,spewpa,black,forest,blob,bug,0.47,3,84,shed-skin,friend-guard,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,black blob spewpa who is of bug type and lives in forest.
665,666,vivillon,white,forest,bug-wings,bug,0.18,12,170,shield-dust,compound-eyes,friend-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,white bug-wings vivillon who is of bug type and lives in forest.
666,667,litleo,brown,grassland,quadruped,fire,0.86,6,135,rivalry,unnerve,moxie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,brown quadruped litleo who is of fire type and lives in grassland.
667,668,pyroar,brown,grassland,quadruped,fire,0.25,15,815,rivalry,unnerve,moxie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,brown quadruped pyroar who is of fire type and lives in grassland.
668,669,flabebe,white,grassland,arms,fairy,0.88,1,1,flower-veil,symbiosis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,white arms flabebe who is of fairy type and lives in grassland.
669,670,floette,white,grassland,arms,fairy,0.47,2,9,flower-veil,symbiosis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,white arms floette who is of fairy type and lives in grassland.
670,671,florges,white,cave,arms,fairy,0.18,11,100,flower-veil,symbiosis,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,white arms florges who is of fairy type and lives in cave.
671,672,skiddo,brown,forest,quadruped,grass,0.78,9,310,sap-sipper,grass-pelt,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,brown quadruped skiddo who is of grass type and lives in forest.
672,673,gogoat,brown,forest,quadruped,grass,0.18,17,910,sap-sipper,grass-pelt,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,brown quadruped gogoat who is of grass type and lives in forest.
673,674,pancham,white,mountain,upright,fighting,0.86,6,80,iron-fist,mold-breaker,scrappy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,white upright pancham who is of fighting type and lives in mountain.
674,675,pangoro,white,mountain,humanoid,fighting,0.25,21,1360,iron-fist,mold-breaker,scrappy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,white humanoid pangoro who is of fighting type and lives in mountain.
675,676,furfrou,white,forest,quadruped,normal,0.63,12,280,fur-coat,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,white quadruped furfrou who is of normal type and lives in forest.
676,677,espurr,gray,mountain,upright,psychic,0.75,3,35,keen-eye,infiltrator,own-tempo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,gray upright espurr who is of psychic type and lives in mountain.
677,679,honedge,brown,mountain,blob,steel,0.71,8,20,no-guard,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,brown blob honedge who is of steel type and lives in mountain.
678,680,doublade,brown,mountain,heads,steel,0.35,8,45,no-guard,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,brown heads doublade who is of steel type and lives in mountain.
679,681,aegislash-shield,brown,mountain,blob,steel,0.18,17,530,stance-change,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,brown blob aegislash-shield who is of steel type and lives in mountain.
680,682,spritzee,pink,cave,arms,fairy,0.78,2,5,healer,aroma-veil,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,pink arms spritzee who is of fairy type and lives in cave.
681,683,aromatisse,pink,cave,humanoid,fairy,0.55,8,155,healer,aroma-veil,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,pink humanoid aromatisse who is of fairy type and lives in cave.
682,684,swirlix,white,mountain,legs,fairy,0.78,4,35,sweet-veil,unburden,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,white legs swirlix who is of fairy type and lives in mountain.
